,name,business_status,PLZ,formatted_address,lat,lng
0,bp,OPERATIONAL,1010,"Morzinplatz, Franz-Josefs-Kai, 1010 Wien",48.2129033,16.3751217
1,Smart Petroleum Trading Gmbh,OPERATIONAL,1010,"Salvatorgasse 3, 1010 Wien",48.2117449,16.3718563
2,Shell,OPERATIONAL,1020,"Ausstellungsstraße 4, 1020 Wien",48.2177175,16.394644
3,bp,OPERATIONAL,1020,"Handelskai 276/280, 1020 Wien",48.2164553,16.4170908
4,Avanti,OPERATIONAL,1020,"Nordbahnstraße 1, 1020 Wien",48.22911999999999,16.38852
5,Avanti,OPERATIONAL,1020,"Gaußpl. 1, 1020 Wien",48.22588,16.3708
6,123tanken.at,OPERATIONAL,1020,"Rotensterngasse 25, 1020 Wien",48.21723799999999,16.3844279
7,DISK Tankstelle,OPERATIONAL,1020,"Franzensbrückenstraße 15, 1020 Wien",48.2146367,16.3916044
8,Bärtl Garage Wien,OPERATIONAL,1020,"Stuwerstraße 41, 1020 Wien",48.21888329999999,16.4059319
9,Eni,OPERATIONAL,1020,"Handelskai 388, 1020 Wien",48.2030391,16.4360307
10,Tankstelle Marina,OPERATIONAL,1020,"Handelskai 343, 1020 Wien",48.2100024,16.4274503
11,Eds Installateur,OPERATIONAL,1020,"Wehlistraße 307, 1020 Wien",48.2008526,16.4381317
12,GUTMANN,OPERATIONAL,1020,"Franzensbrückenstraße 15, 1020 Wien",48.2146367,16.3916044
13,bp,OPERATIONAL,1030,"Erdbergstraße 184, 1030 Wien",48.1931758,16.4103434
14,bp,OPERATIONAL,1030,"Franzosengraben, 1030 Wien",48.18684,16.41296
15,Heizungen Gas / Öl,OPERATIONAL,1030,"Göllnergasse 15, 1030 Wien",48.2008365,16.3994662
16,bp,OPERATIONAL,1030,"Erdberger Lände 30, 1030 Wien",48.2012541,16.4038493
17,Eni,OPERATIONAL,1030,"Oberzellergasse 2A, 1030 Wien",48.1937983,16.3970045
18,P&R Erdberg,OPERATIONAL,1030,"P&R Erdberg, 1030 Wien",48.1905492,16.4138874
19,bp,OPERATIONAL,1030,"Arsenalstraße 5B, 1030 Wien",48.1776695,16.3928944
20,Bp Tankstelle Steffl,OPERATIONAL,1030,"Franzosengraben 18, 1030 Wien",48.1868716,16.4129613
21,Азс,OPERATIONAL,1030,"Oberzellergasse 2A, 1030 Wien",48.1937719,16.3971922
22,TANKEnergie Ringgarage,OPERATIONAL,1030,"u. Viaduktgasse 47-49, 1030 Wien",48.2067925,16.3874439
23,Kaiser Handels GmbH,OPERATIONAL,1030,"Erdberger Lände 30, 1030 Wien",48.20126699999999,16.4038342
24,Bio Oil,OPERATIONAL,1030,"Seidlgasse, 1030 Wien",48.20669239999999,16.3900319
25,Turmöl,OPERATIONAL,1040,"Margarethenstraße 28, 1040 Wien",48.1963241,16.3646561
26,Zürs,OPERATIONAL,1040,"Margaretenstraße 28, 1040 Wien",48.1963254,16.364645
27,Eni,OPERATIONAL,1040,"Floragasse 7A, 1040 Wien",48.1944225,16.3679558
28,EDS,OPERATIONAL,1040,"Brahmspl. 3, 1040 Wien",48.19332139999999,16.3688329
29,bp,OPERATIONAL,1050,"Margaretengürtel 43-45, 1050 Wien",48.1796423,16.3516764
30,Station Service,OPERATIONAL,1050,"Strobachgasse 7-9, 1050 Wien",48.1926577,16.3575278
31,Strohmeier Tankstelle,OPERATIONAL,1050,"Am Hundsturm 2-4, 1050 Wien",48.1878221,16.3472321
32,Tankstelle Johanna-Garage,OPERATIONAL,1050,"Johannagasse 28, 1050 Wien",48.1851123,16.3474436
33,Guener Garage,OPERATIONAL,1050,"Rechte Wienzeile 43, 1050 Wien",48.1963851,16.3586692
34,SPRITINN Bedienungstankstelle,OPERATIONAL,1050,"Rechte Wienzeile 43, 1050 Wien",48.1963966,16.358812
35,FLOWING ENERGY,OPERATIONAL,1050,"Ziegelofengasse 29/1, 1050 Wien",48.1906794,16.3611119
36,G. S. PlanungsgesmbH,OPERATIONAL,1050,"Bräuhausgasse 7-9, 1050 Wien",48.19002709999999,16.355887
37,bp,OPERATIONAL,1060,"Linke Wienzeile 90-92, 1060 Wien",48.19480790000001,16.3537426
38,Laufsport Marathon,OPERATIONAL,1060,"Linke Wienzeile 40/2/22, 1060 Wien",48.1975086,16.3592684
39,Apollo Tankstelle,OPERATIONAL,1070,"Apollogasse 13, 1070 Wien",48.1979435,16.3421009
40,Leodiskont Wien,OPERATIONAL,1070,"Seidengasse 12, 1070 Wien",48.2004649,16.3447087
41,E Tankstelle,OPERATIONAL,1070,"Bandgasse 7, 1070 Wien",48.2009838,16.3459753
42,Torrefina Mineralöl- VertriebsgesmbH,OPERATIONAL,1070,"Schottenfeldgasse 94, 1070 Wien",48.2071084,16.3434825
43,Turmöl,OPERATIONAL,1080,"Bennopl. 4, 1080 Wien",48.2118165,16.3418045
44,Turmöl Quick,OPERATIONAL,1090,"Währinger Gürtel 116, 1090 Wien",48.2266719,16.3504094
45,Eni,OPERATIONAL,1090,"Althanstraße 14, 1090 Wien",48.2293665,16.3582956
46,Eni,OPERATIONAL,1100,"Gudrunstraße 118, 1100 Wien",48.1780359,16.3786639
47,bp,OPERATIONAL,1100,"Laxenburger Str. 2A, 1100 Wien",48.18328899999999,16.373414
48,bp,OPERATIONAL,1100,"Triester Str. 153, 1100 Wien",48.1564196,16.3417489
49,Shell,OPERATIONAL,1100,"Triester Str. 6A-8, 1100 Wien",48.1788459,16.3578334
50,Parkoló,OPERATIONAL,1100,"Raxstraße 38, 1100 Wien",48.1674039,16.3564353
51,Turmöl,OPERATIONAL,1100,"Hardtmuthgasse 51-55, 1100 Wien",48.1702228,16.3701005
52,Shell,OPERATIONAL,1100,"Laaer-Berg-Straße 84, 1100 Wien",48.16423349999999,16.3908992
53,bp,OPERATIONAL,1100,"Ludwig-von-Höhnel-Gasse, 1100 Wien",48.1595951,16.3866436
54,Eni,OPERATIONAL,1100,"Grenzackerstraße 6/8, 1100 Wien",48.1635567,16.3771705
55,Eni,OPERATIONAL,1100,"Raxstraße 38, 1100 Wien",48.1676528,16.3554098
56,BP Tankstelle,OPERATIONAL,1100,"Laxenburger Str., 1100 Wien",48.1835275,16.373437
57,OMV,OPERATIONAL,1100,"Triester Str. 38, 1100 Wien",48.1774229,16.3564516
58,JET Tankstelle,OPERATIONAL,1100,"Neilreichgasse 39, 1100 Wien",48.1742792,16.3656261
59,OMV,OPERATIONAL,1100,"Laaer-Berg-Straße 240, 1100 Wien",48.1480905,16.3966641
60,JET Tankstelle,OPERATIONAL,1100,"Raxstraße 5, 1100 Wien",48.165249,16.365198
61,Turmöl,OPERATIONAL,1100,"Laaer-Berg-Straße 207, 1100 Wien",48.1516068,16.3968369
62,OIL! Tankstelle,OPERATIONAL,1100,"Himberger Str. 50, 1100 Wien",48.1365967,16.383402
63,Turmöl mit SPAR express,OPERATIONAL,1100,"Absberggasse 26, 1100 Wien",48.1711165,16.3886357
64,BP Tankstelle Walter Leitner,OPERATIONAL,1100,"Triester Str. 104, 1100 Wien",48.15733230000001,16.3414701
65,Turmöl mit Spar express,OPERATIONAL,1100,"Grenzackerstraße 2/4, 1100 Wien",48.1628942,16.3796359
66,BP Tankstelle P.A.M. Hutter Ges.m.b.H,OPERATIONAL,1100,"Triester Str. 68, 1100 Wien",48.165566,16.3468912
67,IQ gas station Wien Gadnergasse,OPERATIONAL,1110,"Gadnergasse 12, 1110 Wien",48.165045,16.4107421
68,bp,OPERATIONAL,1110,"Zinnergasse 4, 1110 Wien",48.1612,16.4715
69,bp,OPERATIONAL,1110,"Kaiser-Ebersdorfer-Straße 248-250, 1110 Wien",48.1599455,16.4578163
70,OMV,OPERATIONAL,1110,"Leberstraße 112/114, 1110 Wien",48.16999999999999,16.40953
71,Avanti Gmbh,OPERATIONAL,1110,"Simmeringer Hauptstraße 334, 1110 Wien",48.1482687,16.4623739
72,OMV,OPERATIONAL,1110,"7. Haidequerstraße 2, KM 1/5, 1110 Wien",48.1817976,16.4445932
73,Avanti,OPERATIONAL,1110,"Simmeringer Hauptstraße 5, 1110 Wien",48.1839276,16.4062355
74,BP Tankstelle Wilhelm Netuschill,OPERATIONAL,1110,"Geiselbergstraße 47, 1110 Wien",48.1749375,16.4079338
75,JET Tankstelle,OPERATIONAL,1110,"Jedletzbergerstraße 18, 1110 Wien",48.1684575,16.460746
76,OMV,OPERATIONAL,1110,"Etrichstraße 42, 1110 Wien",48.15132999999999,16.4632
77,Eni,OPERATIONAL,1110,"Kaiser-Ebersdorfer-Straße 48, 1110 Wien",48.16723440000001,16.4268621
78,Lagerhaus Genol Tankstelle,OPERATIONAL,1110,"Alberner Hafenzufahrtsstraße 17, 1110 Wien",48.1716663,16.4741082
79,ОМV,OPERATIONAL,1110,"Simmeringer Lände 84, 1110 Wien",48.1817254,16.444817
80,JET Tankstelle,OPERATIONAL,1110,"Simmeringer Hauptstraße 275, 1110 Wien",48.1600513,16.4326821
81,JET Tankstelle,OPERATIONAL,1110,"Simmeringer Hauptstraße 336, 1110 Wien",48.1473806,16.4630114
82,JET Tankstelle,OPERATIONAL,1110,"Gadnergasse 6, 1110 Wien",48.1666508,16.4099534
83,Diskont Tankstelle,OPERATIONAL,1110,"Simmeringer Hauptstraße 334-336, 1110 Wien",48.1473852,16.4613246
84,Avanti,OPERATIONAL,1110,"Jedletzbergerstraße 7, 1110 Wien",48.1702953,16.4581171
85,Eni,OPERATIONAL,1110,"Erdbergstraße 189, 1110 Wien",48.1862553,16.4242786
86,bp,OPERATIONAL,1120,"Altmannsdorfer Str. 117, 1120 Wien",48.16096,16.3184053
87,bp,OPERATIONAL,1120,"Am Fasangarten 9, 1120 Wien",48.1706442,16.3061032
88,bp,OPERATIONAL,1120,"Wienerbergstraße 29, 1120 Wien",48.170884,16.336846
89,Turmöl mit Nah&Frisch punkt,OPERATIONAL,1120,"Schönbrunner Str. 213/215, 1120 Wien",48.1843492,16.3351929
90,Avanti,OPERATIONAL,1120,"Eichenstraße 3a, 1120 Wien",48.17824,16.34598
91,bp,OPERATIONAL,1120,"Breitenfurter Str. 112, 1120 Wien",48.1605942,16.3095635
92,bp,OPERATIONAL,1120,"Gaudenzdorfer Gürtel 77, 1120 Wien",48.1875802,16.3395273
93,bp,OPERATIONAL,1120,"Altmannsdorfer Str. 94, 1120 Wien",48.1624266,16.3171533
94,Avanti,OPERATIONAL,1120,"Edelsinnstraße 16, 1120 Wien",48.172456,16.319555
95,Turmöl Quick,OPERATIONAL,1120,"Eichenstraße 2B, 1120 Wien",48.1780488,16.3447007
96,Turmöl,OPERATIONAL,1120,"Tivoligasse 53, 1120 Wien",48.1804226,16.3214974
97,Eni Café & Shop,OPERATIONAL,1120,"Ruckergasse 32, 1120 Wien",48.17902309999999,16.3264991
98,BP,OPERATIONAL,1120,"Breitenfurter Str. 112, 1120 Wien",48.1605965,16.3095652
99,Tankstelle,OPERATIONAL,1120,"Am Fasangarten 9, 1120 Wien",48.1706764,16.3060925
100,Turmöl Quick,OPERATIONAL,1120,"Altmannsdorfer Str. 96, 1120 Wien",48.1618046,16.3174684
101,E-Ladesäule,OPERATIONAL,1120,"Hetzendorfer Str. 1, 1120 Wien",48.1617786,16.3236212
102,Team Santé,OPERATIONAL,1120,"Schönbrunner Str. 259, 1120 Wien",48.1831158,16.3291633
103,VMH Mineralölhandel GmbH,OPERATIONAL,1120,"Aichholzgasse 40, 1120 Wien",48.1783548,16.3237907
104,bp,OPERATIONAL,1130,"Hietzinger Kai 133/135, 1130 Wien",48.1915634,16.2796435
105,Shell,OPERATIONAL,1130,"Lainzer Str. 14, 1130 Wien",48.18553259999999,16.2962312
106,JET Tankstelle,OPERATIONAL,1130,"Fleschgasse 19, 1130 Wien",48.1902221,16.2897366
107,Shell,OPERATIONAL,1140,"Hadikgasse 128-134, 1140 Wien",48.1904051,16.2945527
108,BP Tankstelle Taghikhan Shahrokh,OPERATIONAL,1140,"Linzer Str. 135-137, 1140 Wien",48.193375,16.3016933
109,bp,OPERATIONAL,1140,"Hadikgasse, 1140 Wien",48.1927411,16.2775969
110,OMV,OPERATIONAL,1140,"Hütteldorfer Str. 216b, 1140 Wien",48.19788,16.2799399
111,bp,OPERATIONAL,1140,"Maroltingergasse 5, 1140 Wien",48.203396,16.3028336
112,OMV,OPERATIONAL,1140,"Wientalstraße/Auhofbrücke 40, 1140 Wien",48.2018958,16.236396
113,Turmöl Quick,OPERATIONAL,1140,"Schloßallee 2, 1140 Wien",48.1881469,16.3145628
114,Shell,OPERATIONAL,1140,"Hüttelbergstraße 4, 1140 Wien",48.2027254,16.2575569
115,Elin Gerale,OPERATIONAL,1140,"Hütteldorfer Str. 254, 1140 Wien",48.1984864,16.2750998
116,Mark Ges.mbH,OPERATIONAL,1140,"Auhof Wehr 4, 1140 Wien",48.201904,16.2359802
117,DISK Tankstelle,OPERATIONAL,1140,"Ameisgasse 49-51, 1140 Wien",48.19499,16.2994201
118,Avanti,OPERATIONAL,1140,"Guldengasse 13, 1140 Wien",48.1952809,16.2813917
119,JET Tankstelle,OPERATIONAL,1140,"Linzer Str. 453, 1140 Wien",48.2031188,16.2441179
120,OMV,OPERATIONAL,1150,"Gablenzg. 109, 1150 Wien",48.2068732,16.3137641
121,Shell,OPERATIONAL,1150,"Linzer Str. 2A, 1150 Wien",48.1904051,16.3216179
122,Shell,OPERATIONAL,1150,"Oeverseestraße 2B, 1150 Wien",48.20187190000001,16.3176492
123,Reifeisen Lackermeier,OPERATIONAL,1150,"Pouthongasse 21, 1150 Wien",48.1996811,16.3295608
124,Trotzmüller Garage Tankstelle Autowaschstraße,OPERATIONAL,1150,"Pouthongasse 15-17, 1150 Wien",48.199179,16.329796
125,Shell Select,OPERATIONAL,1150,"Mariahilfer Str., 1150 Wien",48.1903611,16.3214818
126,eni24,OPERATIONAL,1150,"Felberstraße 102, 1150 Wien",48.1933236,16.3210352
127,Tankstelle Ebner,OPERATIONAL,1150,"Sturzgasse 13, 1150 Wien",48.1951611,16.3163435
128,Turmöl Tankstelle,OPERATIONAL,1150,"Hollergasse 7, 1150 Wien",48.1853402,16.3250036
129,Franz Schodl,OPERATIONAL,1150,"Moeringgasse 20, 1150 Wien",48.20366869999999,16.3340828
130,Nemec Diskont,OPERATIONAL,1150,"Hollergasse 7, 1150 Wien",48.1853272,16.3248769
131,Aligo Taxi OG,OPERATIONAL,1150,"Pillergasse 15-17, 1150 Wien",48.18436930000001,16.3271052
132,bp,OPERATIONAL,1160,"Gablenzg. 72, 1160 Wien",48.20602419999999,16.3218054
133,Shell,OPERATIONAL,1160,"Pfenninggeldgasse 2 Ecke, Herbststraße, 1160 Wien",48.2078532,16.3132994
134,Eni,OPERATIONAL,1160,"Huttengasse 75, 1160 Wien",48.21111519999999,16.3107446
135,Diskont Wien,OPERATIONAL,1160,"Neumayrgasse 3, 1160 Wien",48.2044235,16.3337007
136,Brunnentankstelle,OPERATIONAL,1160,"Brunnengasse 4, 1160 Wien",48.2046547,16.3348598
137,Turmöl mit Nah&Frisch punkt,OPERATIONAL,1160,"Baldiagasse 14, 1160 Wien",48.214947,16.3244455
138,Tank Drive In Wien,OPERATIONAL,1160,"Hasnerstraße 128, 1160 Wien-Ottakring",48.2117553,16.310189
139,Nemec Diskont Tankstellen Gmbh,OPERATIONAL,1160,"Schuhmeierpl. 4, 1160 Wien",48.210641,16.3199134
140,BP Austria Marketing GmbH,OPERATIONAL,1160,"Gablenzg. 72-74, 1160 Wien",48.2059669,16.3217406
141,Freie Tankstelle,OPERATIONAL,1160,"Hasnerstraße 128, 1160 Wien",48.2117553,16.310189
142,GTS Gewerbetankstelle,OPERATIONAL,1160,"Wattgasse 31, 1160 Wien",48.2165498,16.3194405
143,Shell Austria Gesellschaft M.b.h.,OPERATIONAL,1160,"Pfenninggeldgasse 1, 1160 Wien",48.2085963,16.3143217
144,Diskont-Tankstelle u Service- Station,OPERATIONAL,1170,"Antonigasse 81, 1170 Wien",48.2245678,16.3329147
145,bp,OPERATIONAL,1170,"Hernalser Hauptstraße 32-34, 1170 Wien",48.2172317,16.3381935
146,Turmöl mit Nah&Frisch Punkt,OPERATIONAL,1170,"Hernalser Hauptstraße 173/175, 1170 Wien",48.2232442,16.3157184
147,Garage Benzin Öl Abschmierdienst,OPERATIONAL,1170,"Antonigasse 81, 1170 Wien",48.2247352,16.3326144
148,Holzl Mineralole,OPERATIONAL,1170,"Mariengasse 10, 1170 Wien",48.2186732,16.3257011
149,Shell,OPERATIONAL,1180,"Gersthofer Str. 2, 1180 Wien",48.2290795,16.3289101
150,Eni,OPERATIONAL,1180,"Gersthofer Str. 2B, 1180 Wien",48.22699979999999,16.3265517
151,Awi Diskont Tankstelle,OPERATIONAL,1180,"Sternwartestraße 23, 1180 Wien",48.2295709,16.3461082
152,Delta GmbH,OPERATIONAL,1180,"Leschetitzkygasse 52, 1180 Wien",48.2364942,16.3090303
153,eni ServiceStation,OPERATIONAL,1190,"Krottenbachstraße 32-34, 1190 Wien",48.2406485,16.3394169
154,bp,OPERATIONAL,1190,"Heiligenstädter Str. 77, 1190 Wien",48.24388769999999,16.3612761
155,Shell,OPERATIONAL,1190,"Heiligenstädter Str. 60, 1190 Wien",48.2416291,16.3613945
156,bp,OPERATIONAL,1190,"Krottenbachstraße 17, 1190 Wien",48.2403173,16.3418142
157,Turmöl mit Spar express,OPERATIONAL,1190,"Krottenbachstraße 233, 1190 Wien",48.2457051,16.3159935
158,Shell,OPERATIONAL,1190,"Grinzinger Str. 137, 1190 Wien",48.254644,16.3640037
159,Shell,OPERATIONAL,1190,"Daringergasse 1A, 1190 Wien",48.24724399999999,16.334815
160,OMV,OPERATIONAL,1190,"Gunoldstraße 7, Muthgasse 1, 1190 Wien",48.2453106,16.3657721
161,Avanti,OPERATIONAL,1190,"Heiligenstädter Str. 196, 1190 Wien",48.2851332,16.3454659
162,BP Tankstelle TNO Marketing GmbH,OPERATIONAL,1190,"Krottenbachstraße 17, 1190 Wien",48.2403239,16.3416263
163,Thomas Seiler E.u.,OPERATIONAL,1190,"Krottenbachstraße 32-34, 1190 Wien",48.2406626,16.3392861
164,Auto waschen,OPERATIONAL,1190,"Heiligenstädter Str. 60, 1190 Wien",48.2414145,16.3612463
165,BP Austria Marketing GmbH,OPERATIONAL,1190,"Krottenbachstraße 233-235, 1190 Wien",48.2457859,16.3159438
166,BP,OPERATIONAL,1190,"Heiligenstädter Str. 77, 1190 Wien",48.2439005,16.3612721
167,Bootstankstelle Flamingo Marina (Kuchelau),OPERATIONAL,1190,"Kuchelauer Hafenstraße 2, 1190 Wien",48.2744793,16.3581283
168,Ferrol Mineralölhandels GmbH,OPERATIONAL,1190,"Heiligenstädter Str. 201, 1190 Wien",48.260739,16.3670418
169,OMV,OPERATIONAL,1200,"Adalbert-Stifter-Straße 67, 1200 Wien",48.24309,16.37535
170,Eni,OPERATIONAL,1200,"Jägerstraße 60, 1200 Wien",48.2349878,16.3707022
171,bp,OPERATIONAL,1200,"Dresdner Str. 8, 1200 Wien",48.2409206,16.3747666
172,bp,OPERATIONAL,1200,"Handelskai 90, 1200 Wien",48.2431452,16.3843223
173,Turmöl,OPERATIONAL,1200,"Engerthstr. 146, 1200 Wien",48.2337419,16.392015
174,Turkuaz Kg,OPERATIONAL,1200,"Griegstraße 5/12/17, 1200 Wien",48.2488089,16.3760016
175,Shell,OPERATIONAL,1210,"Siemensstraße 105, 1210 Wien",48.267179,16.4288558
176,bp,OPERATIONAL,1210,"Brünner Str. 186, 1210 Wien",48.28363479999999,16.4134311
177,Shell,OPERATIONAL,1210,"Leopoldauer Str. 51, 1210 Wien",48.2599889,16.4117521
178,Shell,OPERATIONAL,1210,"Floridsdorfer Hauptstraße 17, 1210 Wien",48.2544064,16.3941321
179,OMV,OPERATIONAL,1210,"Prager Str. 32, 1210 Wien",48.26538530000001,16.3939244
180,Shell,OPERATIONAL,1210,"Wagramer Str. 203, 1210 Wien",48.2644502,16.4548859
181,OMV,OPERATIONAL,1210,"Shuttleworthstraße 10, 1210 Wien",48.27048569999999,16.4124565
182,OMV,OPERATIONAL,1210,"Brünner Str. 172, 1210 Wien",48.28121549999999,16.4120109
183,FS Tankstelle,OPERATIONAL,1210,"Brünner Str. 64, 1210 Wien",48.2658847,16.403145
184,BP Tankstelle Michael Weitgasser,OPERATIONAL,1210,"Brünner Str. 186, 1210 Wien",48.2836488,16.4132691
185,Turmöl mit Spar express,OPERATIONAL,1210,"Prager Str. 155, 1210 Wien",48.2765583,16.3881388
186,BP Austria Marketing GmbH,OPERATIONAL,1210,"Brünner Str. 64, 1210 Wien",48.2657575,16.4033961
187,BP,OPERATIONAL,1210,"Einzingerg. 2, Autokaderstraße 39, 1210 Wien",48.28254829999999,16.3802146
188,bp,OPERATIONAL,1210,"Donaufelder Str. 91, 1210 Wien",48.253371,16.4184089
189,Avanti,OPERATIONAL,1210,"Brünner Str. 420, 1210 Wien",48.31144,16.43012
190,FS Tankstelle,OPERATIONAL,1210,"Donaufelder Str. 128, 1210 Wien",48.2523402,16.4256268
191,BP Tankstelle Michael Weitgasser,OPERATIONAL,1210,"Brünner Str. 57c, 1210 Wien",48.2667988,16.402547
192,FE-Trading (Hofer Parkplatz),OPERATIONAL,1210,"Shuttleworthstraße 11, 1210 Wien",48.2717554,16.40795
193,JET,OPERATIONAL,1210,"Donaufelder Str. 135, 1210 Wien",48.2526565,16.4259975
194,Avanti,OPERATIONAL,1210,"Prager Str. 270/272, 1210 Wien",48.2867052,16.3840144
195,JET Tankstelle,OPERATIONAL,1210,"Prager Str. 138, 1210 Wien",48.2781128,16.3879687
196,Eni,OPERATIONAL,1210,"Leopoldauer Str. 180, 1210 Wien",48.26179010000001,16.4362761
197,bp,OPERATIONAL,1210,"Einzingergasse 2, 1210 Wien",48.2826368,16.3802063
198,Avanti,OPERATIONAL,1210,"Wagramer Str. 179, 1210 Wien",48.2596727,16.4500908
199,DISKONT Tankstelle am HOFER Parkplatz,OPERATIONAL,1210,"Shuttleworthstraße, am HOFER Parkplatz 11, 1210 Wien",48.2717447,16.4079525
200,DISKONT Tankstelle am HOFER Parkplatz,OPERATIONAL,1210,"Donaufelderstraße 137 (am HOFER Parkplatz, 1210 Wien",48.2530462,16.4270794
201,Avanti,OPERATIONAL,1210,"Julius-Ficker-Straße 77, 1210 Wien",48.26672,16.44859
202,JET Tankstelle,OPERATIONAL,1210,"Leopoldauer Str. 40, 1210 Wien",48.2589256,16.41124
203,Lohberger Tankstelle,OPERATIONAL,1210,"Ödenburger Str. 16, 1210 Wien",48.2758943,16.3986011
204,Jet,OPERATIONAL,1210,"Prager Str. 136/140, 1210 Wien",48.2781292,16.3880519
205,WMS,OPERATIONAL,1210,"Siegfriedgasse 23, 1210 Wien",48.2570138,16.4113041
206,A & M Ambros GmbH,OPERATIONAL,1210,"Stryeckgasse 12, 1210 Wien",48.2592553,16.3960455
207,Conrad Sild der C & C Abholgroßmärkte GesmbH,OPERATIONAL,1210,"Ödenburger Str. 7, 1210 Wien",48.2753754,16.3969589
208,Jet,OPERATIONAL,1220,"Rautenweg 9, 1220 Wien",48.2637194,16.459685
209,bp,OPERATIONAL,1220,"Erzherzog-Karl-Straße 253, 1220 Wien",48.220549,16.4799261
210,bp,OPERATIONAL,1220,"Gew.Park, Gewerbeparkstraße 1, 1220 Wien",48.2475831,16.4661058
211,Shell,OPERATIONAL,1220,"Donaustadtstraße 37C, 1220 Wien",48.2270551,16.4449495
212,Shell,OPERATIONAL,1220,"Wagramer Str. 14, 1220 Wien",48.2336871,16.4203692
213,Shell,OPERATIONAL,1220,"Hirschstettner Str. 24, 1220 Wien",48.24409929999999,16.4545509
214,Eni,OPERATIONAL,1220,"Donaustadtstraße 43, 1220 Wien",48.2226941,16.4446875
215,Shell,OPERATIONAL,1220,"Seestadtstraße 6, 1220 Wien",48.216516,16.505247
216,Shell,OPERATIONAL,1220,"Am Kaisermühlendamm 140, 1220 Wien",48.2072122,16.4468577
217,OMV,OPERATIONAL,1220,"Hirschstettner Str. 34, 1220 Wien",48.2426446,16.4564795
218,OMV,OPERATIONAL,1220,"Groß-Enzersdorfer Str. 24-26, 1220 Wien",48.2168296,16.4936915
219,DISKONT TANKSTELLE Wien 22,OPERATIONAL,1220,"Erzherzog-Karl-Straße 12, 1220 Wien",48.2381788,16.4324325
220,Avanti,OPERATIONAL,1220,"Neuhaufenstraße 148, 1220 Wien",48.2179727,16.4465729
221,Eni,OPERATIONAL,1220,"Biberhaufenweg 115, 1220 Wien",48.2023532,16.4739042
222,JET Tankstelle,OPERATIONAL,1220,"Rautenweg 9, 1220 Wien",48.2635831,16.4595769
223,Jet,OPERATIONAL,1220,"Hirschstettner Str. 52, 1220 Wien",48.2381835,16.4606363
224,Jandl Diskont Tankstelle,OPERATIONAL,1220,"Dassanowskyweg 12, 1220 Wien",48.2660299,16.4620288
225,Avanti,OPERATIONAL,1220,"Eßlinger Hauptstraße 32, 1220 Wien",48.21450000000001,16.51461
226,HP Heiztechnik Dienst,OPERATIONAL,1220,"Schrickgasse, 1220 Wien",48.2495051,16.4396106
227,OMV,OPERATIONAL,1220,"Breitenleer Straße Ost, B302 112, 1220 Wien",48.2512064,16.4716916
228,Jet Tankstellen Austria Gmbh,OPERATIONAL,1220,"Hirschstettner Str. 50, 1220 Wien",48.2386752,16.4604279
229,OMW,OPERATIONAL,1220,"Breitenleer Str. 108, 1220 Wien",48.2509708,16.4702714
230,OMV,OPERATIONAL,1220,"Wagramer Straße 79 DP Garage 4, 1220 Wien",48.2416,16.4334799
231,moooving gmbh,OPERATIONAL,1220,"Dassanowskyweg 12, 1220 Wien",48.2661835,16.4620609
232,EDS,OPERATIONAL,1220,"Rautenweg 15, 1220 Wien",48.2625858,16.4606256
233,Eni,OPERATIONAL,1222,"Rautenweg 13, 1222 Wien",48.2631396,16.4610357
234,JET peco,OPERATIONAL,1230,"Laxenburger Str. 248, 1230 Wien",48.1355978,16.3562728
235,Eni,OPERATIONAL,1230,"Triester Str. 285-287, 1230 Wien",48.1409495,16.3292003
236,Бензиностанции евтино австрия,OPERATIONAL,1230,"Laxenburger Str. 248, 1230 Wien",48.1356435,16.3564985
237,Diskont-Tankstelle,OPERATIONAL,1230,"Breitenfurter Str. 261, 1230 Wien",48.1510158,16.300691
238,OMV,OPERATIONAL,1230,"Sterngasse 13, 1230 Wien",48.1487928,16.3385773
239,JET Tankstelle,OPERATIONAL,1230,"Laxenburger Str. 248, 1230 Wien",48.135681,16.356244
240,OMV,OPERATIONAL,1230,"Brunner Str. 77-79, 1230 Wien",48.13342,16.29849
241,Turmöl mit SPAR express,OPERATIONAL,1230,"Altmannsdorfer Str. 150, 1230 Wien",48.1546286,16.3193677
242,JET Tankstelle,OPERATIONAL,1230,"Breitenfurter Str. 164, 1230 Wien",48.1538868,16.3013372
243,Es Linz,OPERATIONAL,1230,"Leopoldigasse 3, 1230 Wien",48.1412122,16.2909727
244,DISKONT Tankstelle am HOFER Parkplatz,OPERATIONAL,1230,"Breitenfurter Straße, am HOFER Parkplatz 261, 1230 Wien",48.1510421,16.3006881
245,Turmöl,OPERATIONAL,1230,"Breitenfurter Str. 473, 1230 Wien",48.13780029999999,16.2576116
246,Eni,OPERATIONAL,1230,"Breitenfurter Str. 215, 1230 Wien",48.1568767,16.305332
247,Eni,OPERATIONAL,1230,"Breitenfurter Str. 325, 1230 Wien",48.14303229999999,16.2926758
248,Socar Tankstelle,OPERATIONAL,1230,"Endresstraße 69, 1230 Wien",48.1486618,16.2778236
249,JET Tankstelle,OPERATIONAL,1230,"Ketzergasse 208, 1230 Wien",48.1307921,16.2897296
250,Eni - Wien,OPERATIONAL,1230,"Ketzergasse 111, 1230 Wien",48.1276946,16.3055786
